dataset,split,index,compound_id
3class_dedup,train,449,CHEMBL287647
3class_dedup,train,2655,CHEMBL168444
3class_dedup,train,869,CHEMBL220792
3class_dedup,train,2934,CHEMBL4753594
3class_dedup,train,915,CHEMBL5273960
3class_dedup,train,2402,CHEMBL4444996
3class_dedup,train,795,CHEMBL3753667
3class_dedup,train,1352,CHEMBL220829
3class_dedup,train,630,CHEMBL150681
3class_dedup,train,1236,CHEMBL23097
3class_dedup,train,1619,CHEMBL84230
3class_dedup,train,1048,CHEMBL2336858
3class_dedup,train,1131,CHEMBL5433532
3class_dedup,train,565,CHEMBL268209
3class_dedup,train,49,CHEMBL362187
3class_dedup,train,2385,CHEMBL325346
3class_dedup,train,1137,CHEMBL1824767
3class_dedup,train,1834,CHEMBL1521315
3class_dedup,train,444,CHEMBL5288485
3class_dedup,train,951,CHEMBL1170893
3class_dedup,train,2456,CHEMBL1173327
3class_dedup,train,3049,CHEMBL291700
3class_dedup,train,1878,CHEMBL366570
3class_dedup,train,2936,CHEMBL4777271
3class_dedup,train,200,CHEMBL133724
3class_dedup,train,82,CHEMBL5438581
3class_dedup,train,524,CHEMBL29338
3class_dedup,train,296,CHEMBL5275215
3class_dedup,train,1644,CHEMBL5280552
3class_dedup,train,2829,CHEMBL75267
3class_dedup,train,238,CHEMBL431843
3class_dedup,train,833,CHEMBL2442753
3class_dedup,train,191,CHEMBL3621226
3class_dedup,train,2695,CHEMBL4162907
3class_dedup,train,245,CHEMBL1172847
3class_dedup,train,1936,CHEMBL4170868
3class_dedup,train,1132,CHEMBL4229074
3class_dedup,train,1246,CHEMBL3134228
3class_dedup,train,1527,CHEMBL5277901
3class_dedup,train,1847,CHEMBL1203757
3class_dedup,train,3048,CHEMBL55144
3class_dedup,train,1281,CHEMBL197650
3class_dedup,train,1686,CHEMBL2112301
3class_dedup,train,2059,CHEMBL4171996
3class_dedup,train,288,CHEMBL274387
3class_dedup,train,312,CHEMBL2312967
3class_dedup,train,314,CHEMBL3422033
3class_dedup,train,218,CHEMBL134169
3class_dedup,train,2024,CHEMBL4216885
3class_dedup,train,2065,CHEMBL3818279
3class_dedup,train,165,CHEMBL3752805
3class_dedup,train,400,CHEMBL3752994
3class_dedup,train,848,CHEMBL596779
3class_dedup,train,1012,CHEMBL3264681
3class_dedup,train,263,CHEMBL457679
3class_dedup,train,1225,CHEMBL23646
3class_dedup,train,2586,CHEMBL9179
3class_dedup,train,1761,CHEMBL5265802
3class_dedup,train,517,CHEMBL3752480
3class_dedup,train,1176,CHEMBL5281207
3class_dedup,train,2759,CHEMBL4574913
3class_dedup,train,1022,CHEMBL4163704
3class_dedup,train,2670,CHEMBL2011186
3class_dedup,train,2446,CHEMBL479942
3class_dedup,train,2252,CHEMBL5400514
3class_dedup,train,1145,CHEMBL3805678
3class_dedup,train,1864,CHEMBL5417452
3class_dedup,train,1345,CHEMBL3980889
3class_dedup,train,2703,CHEMBL4556427
3class_dedup,train,1661,CHEMBL1079595
3class_dedup,train,2928,CHEMBL509750
3class_dedup,train,151,CHEMBL5281414
3class_dedup,train,526,CHEMBL3752341
3class_dedup,train,1626,CHEMBL1629801
3class_dedup,train,2839,CHEMBL3794417
3class_dedup,train,364,CHEMBL71152
3class_dedup,train,353,CHEMBL29138
3class_dedup,train,1896,CHEMBL368305
3class_dedup,train,1709,CHEMBL5271092
3class_dedup,train,443,CHEMBL5273646
3class_dedup,train,1719,CHEMBL5291323
3class_dedup,train,1724,CHEMBL5288289
3class_dedup,train,2687,CHEMBL4159184
3class_dedup,train,2145,CHEMBL3622075
3class_dedup,train,3034,CHEMBL1082760
3class_dedup,train,2020,CHEMBL521591
3class_dedup,train,1390,CHEMBL444068
3class_dedup,train,542,CHEMBL202469
3class_dedup,train,843,CHEMBL285193
3class_dedup,train,1688,CHEMBL2112299
3class_dedup,train,2787,CHEMBL363493
3class_dedup,train,959,CHEMBL3623212
3class_dedup,train,1233,CHEMBL359942
3class_dedup,train,190,CHEMBL349919
3class_dedup,train,2316,CHEMBL5412416
3class_dedup,train,1790,CHEMBL3754720
3class_dedup,train,1820,CHEMBL1939533
3class_dedup,train,2432,CHEMBL374934
3class_dedup,train,1620,CHEMBL5274832
3class_dedup,train,1743,CHEMBL3753997
3class_dedup,train,683,CHEMBL1668328
3class_dedup,train,1780,CHEMBL3751861
3class_dedup,train,2792,CHEMBL516643
3class_dedup,train,1115,CHEMBL2430501
3class_dedup,train,711,CHEMBL5414572
3class_dedup,train,2451,CHEMBL5400554
3class_dedup,train,2727,CHEMBL3805539
3class_dedup,train,546,CHEMBL39661
3class_dedup,train,718,CHEMBL5409215
3class_dedup,train,2948,CHEMBL5413472
3class_dedup,train,1490,CHEMBL5289592
3class_dedup,train,1954,CHEMBL5421179
3class_dedup,train,1633,CHEMBL3752280
3class_dedup,train,2970,CHEMBL2420678
3class_dedup,train,352,CHEMBL149238
3class_dedup,train,1602,CHEMBL5280059
3class_dedup,train,2691,CHEMBL4167098
3class_dedup,train,1391,CHEMBL135095
3class_dedup,train,1380,CHEMBL135070
3class_dedup,train,1565,CHEMBL3819184
3class_dedup,train,2333,CHEMBL5402413
3class_dedup,train,2250,CHEMBL4077246
3class_dedup,train,35,CHEMBL350713
3class_dedup,train,1292,CHEMBL2336848
3class_dedup,train,98,CHEMBL1200374
3class_dedup,train,1519,CHEMBL5266491
3class_dedup,train,164,CHEMBL309656
3class_dedup,train,1053,CHEMBL5429699
3class_dedup,train,595,CHEMBL5274139
3class_dedup,train,2956,CHEMBL2430196
3class_dedup,train,2149,CHEMBL4747849
3class_dedup,train,2768,CHEMBL1825046
3class_dedup,train,1414,CHEMBL3799189
3class_dedup,train,980,CHEMBL3134112
3class_dedup,train,497,CHEMBL5268721
3class_dedup,train,1479,CHEMBL5275780
3class_dedup,train,1638,CHEMBL1629806
3class_dedup,train,2769,CHEMBL3805008
3class_dedup,train,2336,CHEMBL5395326
3class_dedup,train,2556,CHEMBL397728
3class_dedup,train,37,CHEMBL5279060
3class_dedup,train,1827,CHEMBL14563
3class_dedup,train,210,CHEMBL1399
3class_dedup,train,1419,CHEMBL70959
3class_dedup,train,461,CHEMBL30047
3class_dedup,train,2057,CHEMBL3415152
3class_dedup,train,46,CHEMBL363621
3class_dedup,train,473,CHEMBL5266818
3class_dedup,train,1488,CHEMBL3407536
3class_dedup,train,528,CHEMBL5280054
3class_dedup,train,2010,CHEMBL389433
3class_dedup,train,224,CHEMBL1939526
3class_dedup,train,2340,CHEMBL226893
3class_dedup,train,1799,CHEMBL5271636
3class_dedup,train,1256,CHEMBL228985
3class_dedup,train,1253,CHEMBL5434837
3class_dedup,train,381,CHEMBL129883
3class_dedup,train,624,CHEMBL359116
3class_dedup,train,775,CHEMBL8498
3class_dedup,train,2540,CHEMBL1915403
3class_dedup,train,2426,CHEMBL4568674
3class_dedup,train,865,CHEMBL204502
3class_dedup,train,1175,CHEMBL5283978
3class_dedup,train,2061,CHEMBL4175438
3class_dedup,train,943,CHEMBL3805388
3class_dedup,train,814,CHEMBL1097043
3class_dedup,train,10,CHEMBL174579
3class_dedup,train,1740,CHEMBL5273177
3class_dedup,train,3038,CHEMBL24233
3class_dedup,train,1731,CHEMBL1630268
3class_dedup,train,1618,CHEMBL194641
3class_dedup,train,2307,CHEMBL3622055
3class_dedup,train,515,CHEMBL39152
3class_dedup,train,2288,CHEMBL5417041
3class_dedup,train,1242,CHEMBL362441
3class_dedup,train,727,CHEMBL288695
3class_dedup,train,749,CHEMBL2165316
3class_dedup,train,2129,CHEMBL1939530
3class_dedup,train,2139,CHEMBL1939527
3class_dedup,train,998,CHEMBL454226
3class_dedup,train,176,CHEMBL5291168
3class_dedup,train,321,CHEMBL3422029
3class_dedup,train,2500,CHEMBL3959541
3class_dedup,train,1946,CHEMBL65549
3class_dedup,train,2285,CHEMBL3622059
3class_dedup,train,3043,CHEMBL53644
3class_dedup,train,706,CHEMBL4063099
3class_dedup,train,2289,CHEMBL5398138
3class_dedup,train,796,CHEMBL3754719
3class_dedup,train,713,CHEMBL5435743
3class_dedup,train,441,CHEMBL3350384
3class_dedup,train,920,CHEMBL425670
3class_dedup,train,1993,CHEMBL488050
3class_dedup,train,3013,CHEMBL168700
3class_dedup,train,2206,CHEMBL225550
3class_dedup,train,2263,CHEMBL421149
3class_dedup,train,2131,CHEMBL489189
3class_dedup,train,612,CHEMBL5396371
3class_dedup,train,2697,CHEMBL1371590
3class_dedup,train,1898,CHEMBL5425445
3class_dedup,train,793,CHEMBL3752973
3class_dedup,train,1637,CHEMBL5281733
3class_dedup,train,754,CHEMBL176886
3class_dedup,train,2973,CHEMBL2420688
3class_dedup,train,411,CHEMBL105298
3class_dedup,train,180,CHEMBL2112738
3class_dedup,train,1011,CHEMBL3264684
3class_dedup,train,2035,CHEMBL3891718
3class_dedup,train,2048,CHEMBL133079
3class_dedup,train,2975,CHEMBL5178202
3class_dedup,train,1071,CHEMBL5428361
3class_dedup,train,2012,CHEMBL369623
3class_dedup,train,2557,CHEMBL244795
3class_dedup,train,2606,CHEMBL2165322
3class_dedup,train,2019,CHEMBL5408745
3class_dedup,train,946,CHEMBL323197
3class_dedup,train,1365,CHEMBL3752500
3class_dedup,train,430,CHEMBL5205534
3class_dedup,train,2569,CHEMBL376039
3class_dedup,train,1537,CHEMBL3754241
3class_dedup,train,220,CHEMBL934
3class_dedup,train,715,CHEMBL354401
3class_dedup,train,1771,CHEMBL3800417
3class_dedup,train,34,CHEMBL2105261
3class_dedup,train,1807,CHEMBL3924257
3class_dedup,train,1339,CHEMBL491214
3class_dedup,train,177,CHEMBL72228
3class_dedup,train,1051,CHEMBL229907
3class_dedup,train,2602,CHEMBL2165320
3class_dedup,train,2715,CHEMBL5400803
3class_dedup,train,1335,CHEMBL2312969
3class_dedup,train,2246,CHEMBL5400406
3class_dedup,train,2913,CHEMBL287393
3class_dedup,train,2433,CHEMBL4077259
3class_dedup,train,335,CHEMBL102536
3class_dedup,train,995,CHEMBL372835
3class_dedup,train,425,CHEMBL5277776
3class_dedup,train,1738,CHEMBL5285921
3class_dedup,train,357,CHEMBL302305
3class_dedup,train,267,CHEMBL457680
3class_dedup,train,2683,CHEMBL3938615
3class_dedup,train,2833,CHEMBL117
3class_dedup,train,2355,CHEMBL226790
3class_dedup,train,503,CHEMBL5286772
3class_dedup,train,554,CHEMBL3751897
3class_dedup,train,2322,CHEMBL5406393
3class_dedup,train,309,CHEMBL388187
3class_dedup,train,2450,CHEMBL5434794
3class_dedup,train,258,CHEMBL253467
3class_dedup,train,266,CHEMBL464428
3class_dedup,train,2866,CHEMBL465435
3class_dedup,train,945,CHEMBL5439806
3class_dedup,train,91,CHEMBL2163641
3class_dedup,train,983,CHEMBL376473
3class_dedup,train,2177,CHEMBL5431734
3class_dedup,train,2156,CHEMBL598628
3class_dedup,train,1430,CHEMBL5275593
3class_dedup,train,1985,CHEMBL476979
3class_dedup,train,160,CHEMBL5289192
3class_dedup,train,1336,CHEMBL2312955
3class_dedup,train,3002,CHEMBL264401
3class_dedup,train,2106,CHEMBL4165988
3class_dedup,train,2750,CHEMBL1098425
3class_dedup,train,997,CHEMBL3804993
3class_dedup,train,591,CHEMBL26651
3class_dedup,train,901,CHEMBL3622437
3class_dedup,train,564,CHEMBL5289206
3class_dedup,train,2260,CHEMBL5417624
3class_dedup,train,2386,CHEMBL1672974
3class_dedup,train,2639,CHEMBL2011189
3class_dedup,train,1499,CHEMBL166060
3class_dedup,train,2997,CHEMBL598847
3class_dedup,train,1267,CHEMBL1784792
3class_dedup,train,1971,CHEMBL341386
3class_dedup,train,810,CHEMBL5437093
3class_dedup,train,1873,CHEMBL4516755
3class_dedup,train,823,CHEMBL111888
3class_dedup,train,1020,CHEMBL4174373
3class_dedup,train,2022,CHEMBL112021
3class_dedup,train,2371,CHEMBL430879
3class_dedup,train,1695,CHEMBL3798461
3class_dedup,train,2423,CHEMBL1939549
3class_dedup,train,1025,CHEMBL189274
3class_dedup,train,264,CHEMBL229885
3class_dedup,train,144,CHEMBL75
3class_dedup,train,168,CHEMBL5277564
3class_dedup,train,634,CHEMBL150278
3class_dedup,train,2952,CHEMBL5398403
3class_dedup,train,1000,CHEMBL2165314
3class_dedup,train,3052,CHEMBL4228303
3class_dedup,train,1750,CHEMBL5271963
3class_dedup,train,2326,CHEMBL5434606
3class_dedup,train,1142,CHEMBL5427513
3class_dedup,train,2203,CHEMBL5395753
3class_dedup,train,1517,CHEMBL288190
3class_dedup,train,1829,CHEMBL1939539
3class_dedup,train,1224,CHEMBL206300
3class_dedup,train,2383,CHEMBL3622062
3class_dedup,train,2979,CHEMBL455832
3class_dedup,train,1223,CHEMBL294361
3class_dedup,train,1776,CHEMBL5274708
3class_dedup,train,1838,CHEMBL5401856
3class_dedup,train,134,CHEMBL3961033
3class_dedup,train,2938,CHEMBL4797578
3class_dedup,train,1453,CHEMBL5277945
3class_dedup,train,1635,CHEMBL3754485
3class_dedup,train,617,CHEMBL5291406
3class_dedup,train,2735,CHEMBL3421767
3class_dedup,train,2102,CHEMBL452018
3class_dedup,train,19,CHEMBL1939531
3class_dedup,train,969,CHEMBL86928
3class_dedup,train,1913,CHEMBL375292
3class_dedup,train,282,CHEMBL286506
3class_dedup,train,750,CHEMBL2165317
3class_dedup,train,447,CHEMBL5401549
3class_dedup,train,2269,CHEMBL589738
3class_dedup,train,2510,CHEMBL1784812
3class_dedup,train,2368,CHEMBL1672977
3class_dedup,train,1536,CHEMBL3753109
3class_dedup,train,1870,CHEMBL4162163
3class_dedup,train,799,CHEMBL5425854
3class_dedup,train,2714,CHEMBL5401146
3class_dedup,train,1502,CHEMBL166148
3class_dedup,train,1056,CHEMBL5419796
3class_dedup,train,1546,CHEMBL3754168
3class_dedup,train,769,CHEMBL3752661
3class_dedup,train,1195,CHEMBL1688914
3class_dedup,train,1158,CHEMBL4159550
3class_dedup,train,1331,CHEMBL5414372
3class_dedup,train,280,CHEMBL323585
3class_dedup,train,1029,CHEMBL186079
3class_dedup,train,1710,CHEMBL5275448
3class_dedup,train,539,CHEMBL38550
3class_dedup,train,242,CHEMBL1098426
3class_dedup,train,1770,CHEMBL5273549
3class_dedup,train,657,CHEMBL5271503
3class_dedup,train,785,CHEMBL229861
3class_dedup,train,1882,CHEMBL2336865
3class_dedup,train,2779,CHEMBL3806301
3class_dedup,train,548,CHEMBL88918
3class_dedup,train,1450,CHEMBL3752288
3class_dedup,train,2180,CHEMBL5430737
3class_dedup,train,344,CHEMBL3754296
3class_dedup,train,2603,CHEMBL2165323
3class_dedup,train,2807,CHEMBL2333328
3class_dedup,train,476,CHEMBL1630260
3class_dedup,train,63,CHEMBL514745
3class_dedup,train,169,CHEMBL3752351
3class_dedup,train,128,CHEMBL5287457
3class_dedup,train,2356,CHEMBL388291
3class_dedup,train,2391,CHEMBL1824764
3class_dedup,train,2905,CHEMBL28971
3class_dedup,train,3050,CHEMBL4228819
3class_dedup,train,1605,CHEMBL5290784
3class_dedup,train,2957,CHEMBL463168
3class_dedup,train,1206,CHEMBL4173231
3class_dedup,train,1480,CHEMBL5287563
3class_dedup,train,1035,CHEMBL496375
3class_dedup,train,58,CHEMBL56059
3class_dedup,train,1458,CHEMBL3754054
3class_dedup,train,2790,CHEMBL1094427
3class_dedup,train,1630,CHEMBL1630279
3class_dedup,train,991,CHEMBL493181
3class_dedup,train,239,CHEMBL112908
3class_dedup,train,1409,CHEMBL5415900
3class_dedup,train,2677,CHEMBL5413340
3class_dedup,train,1370,CHEMBL39434
3class_dedup,train,146,CHEMBL5272564
3class_dedup,train,1161,CHEMBL4543747
3class_dedup,train,1824,CHEMBL3221175
3class_dedup,train,2966,CHEMBL195571
3class_dedup,train,13,CHEMBL177293
3class_dedup,train,2466,CHEMBL4755831
3class_dedup,train,2717,CHEMBL5410004
3class_dedup,train,122,CHEMBL4863718
3class_dedup,train,1863,CHEMBL1825047
3class_dedup,train,671,CHEMBL5284760
3class_dedup,train,1126,CHEMBL494713
3class_dedup,train,1615,CHEMBL5274890
3class_dedup,train,2766,CHEMBL2430511
3class_dedup,train,2688,CHEMBL4174326
3class_dedup,train,1646,CHEMBL2057976
3class_dedup,train,665,CHEMBL314351
3class_dedup,train,440,CHEMBL2137046
3class_dedup,train,772,CHEMBL3623219
3class_dedup,train,2702,CHEMBL4590541
3class_dedup,train,962,CHEMBL492762
3class_dedup,train,898,CHEMBL438802
3class_dedup,train,532,CHEMBL27879
3class_dedup,train,272,CHEMBL469444
3class_dedup,train,2467,CHEMBL4750835
3class_dedup,train,1333,CHEMBL3132924
3class_dedup,train,2941,CHEMBL4753984
3class_dedup,train,215,CHEMBL3622069
3class_dedup,train,1991,CHEMBL91
3class_dedup,train,858,CHEMBL409271
3class_dedup,train,2529,CHEMBL114447
3class_dedup,train,2861,CHEMBL427247
3class_dedup,train,494,CHEMBL40125
3class_dedup,train,28,CHEMBL5197552
3class_dedup,train,1742,CHEMBL3753182
3class_dedup,train,457,CHEMBL5092560
3class_dedup,train,2987,CHEMBL1454842
3class_dedup,train,93,CHEMBL2312966
3class_dedup,train,675,CHEMBL73071
3class_dedup,train,1903,CHEMBL2430512
3class_dedup,train,1127,CHEMBL4212612
3class_dedup,train,236,CHEMBL3582478
3class_dedup,train,2932,CHEMBL5287750
3class_dedup,train,2452,CHEMBL286738
3class_dedup,train,226,CHEMBL478024
3class_dedup,train,521,CHEMBL5272287
3class_dedup,train,1746,CHEMBL411316
3class_dedup,train,3037,CHEMBL24593
3class_dedup,train,1476,CHEMBL3752591
3class_dedup,train,1654,CHEMBL5271509
3class_dedup,train,1085,CHEMBL5404343
3class_dedup,train,2660,CHEMBL5405284
3class_dedup,train,333,CHEMBL496634
3class_dedup,train,2208,CHEMBL4175698
3class_dedup,train,72,CHEMBL205782
3class_dedup,train,2016,CHEMBL104
3class_dedup,train,1623,CHEMBL3752366
3class_dedup,train,1934,CHEMBL4169419
3class_dedup,train,179,CHEMBL2112739
3class_dedup,train,2339,CHEMBL226947
3class_dedup,train,907,CHEMBL5282986
3class_dedup,train,587,CHEMBL1824757
3class_dedup,train,3027,CHEMBL5432257
3class_dedup,train,655,CHEMBL3752668
3class_dedup,train,1033,CHEMBL2442761
3class_dedup,train,2198,CHEMBL3623231
3class_dedup,train,396,CHEMBL3315157
3class_dedup,train,811,CHEMBL5431946
3class_dedup,train,3031,CHEMBL1825021
3class_dedup,train,1318,CHEMBL3359952
3class_dedup,train,942,CHEMBL3134110
3class_dedup,train,393,CHEMBL73279
3class_dedup,train,1576,CHEMBL3349655
3class_dedup,train,514,CHEMBL5396706
3class_dedup,train,1294,CHEMBL371430
3class_dedup,train,1683,CHEMBL5286458
3class_dedup,train,2083,CHEMBL5419948
3class_dedup,train,2965,CHEMBL4540847
3class_dedup,train,768,CHEMBL3753810
3class_dedup,train,1343,CHEMBL2420681
3class_dedup,train,1804,CHEMBL5405156
3class_dedup,train,307,CHEMBL5069811
3class_dedup,train,628,CHEMBL5426889
3class_dedup,train,2981,CHEMBL23364
3class_dedup,train,157,CHEMBL1630271
3class_dedup,train,1166,CHEMBL5287331
3class_dedup,train,2710,CHEMBL5433442
3class_dedup,train,1774,CHEMBL3623222
3class_dedup,train,374,CHEMBL24897
3class_dedup,train,678,CHEMBL5288828
3class_dedup,train,1463,CHEMBL5279864
3class_dedup,train,2726,CHEMBL3805048
3class_dedup,train,1783,CHEMBL3349658
3class_dedup,train,2770,CHEMBL4172955
3class_dedup,train,2128,CHEMBL366490
3class_dedup,train,1930,CHEMBL480718
3class_dedup,train,647,CHEMBL5279883
3class_dedup,train,2636,CHEMBL4568316
3class_dedup,train,1762,CHEMBL5284435
3class_dedup,train,3044,CHEMBL1939540
3class_dedup,train,2822,CHEMBL1083652
3class_dedup,train,710,CHEMBL1430816
3class_dedup,train,1897,CHEMBL4212655
3class_dedup,train,110,CHEMBL3819549
3class_dedup,train,1645,CHEMBL5281465
3class_dedup,train,2847,CHEMBL1688899
3class_dedup,train,1369,CHEMBL3752510
3class_dedup,train,2405,CHEMBL480321
3class_dedup,train,2154,CHEMBL598846
3class_dedup,train,172,CHEMBL5286286
3class_dedup,train,2002,CHEMBL175799
3class_dedup,train,2165,CHEMBL1672982
3class_dedup,train,1512,CHEMBL3753104
3class_dedup,train,2305,CHEMBL5402619
3class_dedup,train,73,CHEMBL5413133
3class_dedup,train,863,CHEMBL202473
3class_dedup,train,2293,CHEMBL5440424
3class_dedup,train,1136,CHEMBL1824753
3class_dedup,train,2296,CHEMBL5407526
3class_dedup,train,102,CHEMBL1538978
3class_dedup,train,402,CHEMBL5276930
3class_dedup,train,2888,CHEMBL135921
3class_dedup,train,613,CHEMBL39275
3class_dedup,train,1601,CHEMBL5287003
3class_dedup,train,1349,CHEMBL204501
3class_dedup,train,1148,CHEMBL3805173
3class_dedup,train,1400,CHEMBL5285526
3class_dedup,train,1504,CHEMBL351850
3class_dedup,train,79,CHEMBL5431500
3class_dedup,train,1032,CHEMBL2442757
3class_dedup,train,2471,CHEMBL70901
3class_dedup,train,2669,CHEMBL3105519
3class_dedup,train,1514,CHEMBL3753063
3class_dedup,train,2387,CHEMBL5437662
3class_dedup,train,1584,CHEMBL4520027
3class_dedup,train,196,CHEMBL3264672
3class_dedup,train,1705,CHEMBL3753191
3class_dedup,train,1090,CHEMBL29523
3class_dedup,train,804,CHEMBL5432961
3class_dedup,train,2914,CHEMBL135396
3class_dedup,train,3006,CHEMBL1824760
3class_dedup,train,940,CHEMBL53343
3class_dedup,train,283,CHEMBL174308
3class_dedup,train,2008,CHEMBL1939532
3class_dedup,train,2303,CHEMBL5440356
3class_dedup,train,140,CHEMBL4289930
3class_dedup,train,1734,CHEMBL5268515
3class_dedup,train,1262,CHEMBL9687
3class_dedup,train,992,CHEMBL449065
3class_dedup,train,1849,CHEMBL522089
3class_dedup,train,2163,CHEMBL608153
3class_dedup,train,1664,CHEMBL5184565
3class_dedup,train,1265,CHEMBL184952
3class_dedup,train,2418,CHEMBL175091
3class_dedup,train,600,CHEMBL3752065
3class_dedup,train,44,CHEMBL365120
3class_dedup,train,2343,CHEMBL226999
3class_dedup,train,1659,CHEMBL1835547
3class_dedup,train,668,CHEMBL382482
3class_dedup,train,2623,CHEMBL2311553
3class_dedup,train,1634,CHEMBL1629804
3class_dedup,train,405,CHEMBL582837
3class_dedup,train,2837,CHEMBL1688916
3class_dedup,train,2561,CHEMBL2235953
3class_dedup,train,1363,CHEMBL351226
3class_dedup,train,16,CHEMBL193534
3class_dedup,train,1465,CHEMBL1078534
3class_dedup,train,360,CHEMBL71169
3class_dedup,train,76,CHEMBL5427371
3class_dedup,train,2158,CHEMBL599455
3class_dedup,train,470,CHEMBL5288187
3class_dedup,train,408,CHEMBL195688
3class_dedup,train,1234,CHEMBL192155
3class_dedup,train,273,CHEMBL465881
3class_dedup,train,1600,CHEMBL4515880
3class_dedup,train,2555,CHEMBL223176
3class_dedup,train,434,CHEMBL3905734
3class_dedup,train,950,CHEMBL1957217
3class_dedup,train,1606,CHEMBL1230438
3class_dedup,train,1865,CHEMBL5426947
3class_dedup,train,1765,CHEMBL5290876
3class_dedup,train,626,CHEMBL150653
3class_dedup,train,1866,CHEMBL1688905
3class_dedup,train,910,CHEMBL3753272
3class_dedup,train,1303,CHEMBL223983
3class_dedup,train,2711,CHEMBL5405944
3class_dedup,train,2806,CHEMBL3219070
3class_dedup,train,1994,CHEMBL5400511
3class_dedup,train,1901,CHEMBL5439274
3class_dedup,train,2230,CHEMBL518761
3class_dedup,train,2900,CHEMBL282525
3class_dedup,train,1316,CHEMBL2442766
3class_dedup,train,1023,CHEMBL4169808
3class_dedup,train,2167,CHEMBL599442
3class_dedup,train,262,CHEMBL464007
3class_dedup,train,701,CHEMBL1825038
3class_dedup,train,777,CHEMBL24021
3class_dedup,train,3058,CHEMBL292899
3class_dedup,train,616,CHEMBL5283868
3class_dedup,train,287,CHEMBL203869
3class_dedup,train,973,CHEMBL226736
3class_dedup,train,2439,CHEMBL3422034
3class_dedup,train,1457,CHEMBL5285898
3class_dedup,train,660,CHEMBL1939541
3class_dedup,train,1130,CHEMBL5423258
3class_dedup,train,2617,CHEMBL2312963
3class_dedup,train,2239,CHEMBL225053
3class_dedup,train,2362,CHEMBL1672979
3class_dedup,train,2070,CHEMBL63297
3class_dedup,train,533,CHEMBL39840
3class_dedup,train,1559,CHEMBL432751
3class_dedup,train,2067,CHEMBL1939520
3class_dedup,train,932,CHEMBL5289646
3class_dedup,train,2257,CHEMBL1825034
3class_dedup,train,779,CHEMBL1630277
3class_dedup,train,1140,CHEMBL5404699
3class_dedup,train,2520,CHEMBL3359961
3class_dedup,train,2953,CHEMBL5425529
3class_dedup,train,300,CHEMBL3415159
3class_dedup,train,935,CHEMBL5285355
3class_dedup,train,1209,CHEMBL375497
3class_dedup,train,904,CHEMBL5278956
3class_dedup,train,40,CHEMBL370317
3class_dedup,train,111,CHEMBL3818728
3class_dedup,train,2117,CHEMBL193997
3class_dedup,train,2988,CHEMBL54803
3class_dedup,train,279,CHEMBL29230
3class_dedup,train,1938,CHEMBL1957211
3class_dedup,train,508,CHEMBL3752619
3class_dedup,train,954,CHEMBL1170663
3class_dedup,train,2146,CHEMBL3622073
3class_dedup,train,2940,CHEMBL4780337
3class_dedup,train,2440,CHEMBL3422045
3class_dedup,train,2967,CHEMBL446706
3class_dedup,train,1826,CHEMBL576579
3class_dedup,train,103,CHEMBL176452
3class_dedup,train,1791,CHEMBL3623218
3class_dedup,train,1652,CHEMBL5268383
3class_dedup,train,2716,CHEMBL5403786
3class_dedup,train,1028,CHEMBL361653
3class_dedup,train,2526,CHEMBL1784793
3class_dedup,train,2031,CHEMBL3622066
3class_dedup,train,538,CHEMBL1825041
3class_dedup,train,2472,CHEMBL27467
3class_dedup,train,2176,CHEMBL5427944
3class_dedup,train,69,CHEMBL293122
3class_dedup,train,117,CHEMBL5283443
3class_dedup,train,1346,CHEMBL3983734
3class_dedup,train,2764,CHEMBL2299368
3class_dedup,train,1174,CHEMBL5286569
3class_dedup,train,1540,CHEMBL5290788
3class_dedup,train,1759,CHEMBL3753398
3class_dedup,train,948,CHEMBL493182
3class_dedup,train,1727,CHEMBL1630910
3class_dedup,train,1139,CHEMBL1825048
3class_dedup,train,2428,CHEMBL163922
3class_dedup,train,2502,CHEMBL4060208
3class_dedup,train,2741,CHEMBL1939547
3class_dedup,train,1442,CHEMBL5289932
3class_dedup,train,3017,CHEMBL490794
3class_dedup,train,195,CHEMBL4567479
3class_dedup,train,2723,CHEMBL3805481
3class_dedup,train,1786,CHEMBL5269208
3class_dedup,train,896,CHEMBL3099686
3class_dedup,train,2813,CHEMBL159073
3class_dedup,train,627,CHEMBL151646
3class_dedup,train,2141,CHEMBL1939544
3class_dedup,train,1721,CHEMBL5288646
3class_dedup,train,1164,CHEMBL3752216
3class_dedup,train,2211,CHEMBL1688918
3class_dedup,train,1181,CHEMBL190099
3class_dedup,train,1691,CHEMBL5283268
3class_dedup,train,619,CHEMBL5276194
3class_dedup,train,1122,CHEMBL223369
3class_dedup,train,55,CHEMBL175962
3class_dedup,train,2430,CHEMBL5438879
3class_dedup,train,1133,CHEMBL1173699
3class_dedup,train,1446,CHEMBL5284198
3class_dedup,train,2310,CHEMBL3622056
3class_dedup,train,2119,CHEMBL424960
3class_dedup,train,2194,CHEMBL5421565
3class_dedup,train,426,CHEMBL5280326
3class_dedup,train,2883,CHEMBL1688919
3class_dedup,train,1769,CHEMBL2058266
3class_dedup,train,2700,CHEMBL2430507
3class_dedup,train,1941,CHEMBL1939546
3class_dedup,train,2499,CHEMBL4098604
3class_dedup,train,251,CHEMBL4465694
3class_dedup,train,1608,CHEMBL5267423
3class_dedup,train,1014,CHEMBL3589966
